,ID,Definicija
12051,ENG30-13658278-n,jedan jedinica za dužina koji iznositi jedan milijarditi deo metar 
12052,ENG30-13657849-n,jedinica za dužina koji iznositi milioniti deo mikron 
12053,ENG30-13613985-n,mera za površina koji iznositi @card@ ar - površina kvadrat čiji jesam stranica dužina @card@ metar 
12054,ENG30-13616054-n,jedinica za zapremina u metrički sistema 
12055,ENG30-13624190-n,jedinica za zapremina koji odgovarati zapremina kocka čiji jesam ivica jedan decimetar 
12056,ENG30-13624705-n,metrički jedinica mera za zapremina koji iznositi 100l 
12057,ENG30-13623856-n,metrički jedinica za zapremina koji iznositi jedan stotinu litar 
12058,ENG30-13623455-n,metrički jedinica za zapremina koji odgovarati zapremina kocka čiji jesam stranica dužina jedan milimetar 
12059,ENG30-13624026-n,metrički jedinica za zapremina koji iznositi jedan desetina litar 
12060,ENG30-13624873-n,"metrički jedinica za zapremina koji iznositi @card@ litar , odgovarati zapremina kocka čiji jesam stranica dužina jedan metar "
12061,ENG30-13623636-n,"metrički jedinica za zapremina koji iznositi jedan hiljaditi deo litar , odgovarati zapremina kocka čiji jesam stranica dužina jedan centimetar "
12062,ENG30-13625063-n,metrički jedinica za zapremina koji odgovarati zapremina kocka čiji jesam stranica dužina jedan kilometar 
12063,ENG30-06824227-n,"jedan od velik alfabetski karakter koji se koristiti kao prvi slovo u odredženim slučaj ( pisanje vlastit ime , na početak rečenica , pri naglašavanje i td . ) "
12064,ENG30-03135152-n,krst kao znamenje hrišćanstvo 
12065,ENG30-06262567-n,medijum koji širiti pokretan slika . 
12066,ENG30-03338821-n,fotografski papir koji se sastojati of celuloidni osnova koji jesam prevući fotografski emulzija i na koji se praviti negativ . 
12067,ENG30-02729927-a,koji jesam ukrasiti lišće ili sličan ornament 
12068,ENG30-01856238-a,krajnji ili osnovni sastojak nešto . 
12069,ENG30-01277097-a,koji predtsvlja suštinski komponenta 
12070,ENG30-01372049-a,"onaj ko imati nežan , pažljiv i obziran priroda ; koristiti se za osoba i njihov ponašanje . "
12071,ENG30-14980579-n,taman ulja koji se sastojati od hidrokarbonata . 
12072,ENG30-02893994-a,koji se odnositi na žlezda ženka sisara koji daju mleko 
12073,ENG30-03159535-n,farma na koji se proizvoditi mlečan proizvod 
12074,ENG30-07457126-n,Oživljavanje star grčki igra koji se održavati svaki četvrti godina u izabran zemlja . 
12075,ENG30-02775934-a,koji se ticati novac ili uključivati novac 
12076,ENG30-01380721-a,o mora ili koji se odnositi na mora 
12077,ENG30-02888000-a,koji se odnositi na vojni osoblje koji služiti na mora 
12078,ENG30-03492391-n,"knjiga sa kartonski , platnen ili kožan povez "
12079,ENG30-03931651-n,knjiga koji se sastojati većina od slika 
12080,ENG30-06412497-n,knjiga štampan u velik tiraž koji se brzo prodavati 
12081,ENG30-06413130-n,knjiga sa uputstvo za upotreba ili rad neki delo oprema 
12082,ENG30-06413889-n,mali knjiga sa papirni korica 
12083,ENG30-06414372-n,knjiga prirediti za školski ili potreba koledž 
12084,ENG30-06414849-n,tekst sa osnovni element ( koji polako približavati tema čitalac ) 
12085,ENG30-06414948-n,prvi školski knjiga iz koji đak učiti 
12086,ENG30-06415061-n,knjiga sa tekst koji pomagati u savladavanje gradivo 
12087,ENG30-06415791-n,knjiga ili sveščica koji sadržati zadatak i prazan prostor za unošenje rešenje 
12088,ENG30-06415922-n,knjiga koji sadržati model lep pisanje ; koristiti se u podučavanje kaligrafija 
12089,ENG30-06416049-n,knjiga koji sadržati kalendar i prazan prostor za beleženje termin sastanak 
12090,ENG30-06416452-n,knjiga koji sadržati uobičajiti izraziti na stran jezik sa prevod 
12091,ENG30-06418006-n,primerak tek odštampati knjiga koji se slati na uvid ( recenzija ) pisac ili urednik publikacija 
12092,ENG30-06418146-n,knjiga koji sadržati zbirka pesma 
12093,ENG30-06418258-n,knjiga sabran himna ( crkven pesma ) 
12094,ENG30-06418693-n,priručnik koji sadržati reč ( obično sa njihov značenje ) 
12095,ENG30-06419234-n,rečnik koji davati prevod reč na dva jezik 
12096,ENG30-06419354-n,skraćen rečnički izdanje pogodno za držanje u ruka 
12097,ENG30-06419503-n,rečnik koji davati poreklo reč 
12098,ENG30-06419757-n,rečnik koji jesam posebno prirediti za onaj koji učiti stran jezik 
12099,ENG30-06419912-n,rečnik džepni format 
12100,ENG30-06420219-n,rečnik za koji se tvrditi da jesam kompletan 
12101,ENG30-06421016-n,knjiga koji sadržati klasifikovati popis sinonim 
12102,ENG30-06421154-n,tezaurus organizovati tako da pomoći u pronalaženje reč koji ne moći da se setiti 
12103,ENG30-06421844-n,priručnik koji opisivati običaj odrediti grupa ( posebno ritual monaški red ) 
12104,ENG30-06422032-n,priručnik iz crn magija ( za prizivanje duh i demon ) 
12105,ENG30-06422364-n,priručnik sa kratak uputstvo 
12106,ENG30-06422643-n,knjiga koji se smatrati merodavan u taj polje 
12107,ENG30-06422740-n,što nuditi osnovni podatak ili uputstvo 
12108,ENG30-06423090-n,vodič koji opisivati put u država ; sadržati mapa i ( ponekad ) geografski leksikon 
12109,ENG30-06423233-n,neki od niz priručnik za turista koji jesam izdati nemački firma koji jesam osnovati Karl Baedeker 
12110,ENG30-06423378-n,vodič za turista 
12111,ENG30-06423754-n,katalog koji u alfabetski poredak sadržati popis pretplatnik i njihov telefonski broj 
12112,ENG30-06427240-n,atlas koji davati prikaz prostiranje različit jezik i dijalekt 
12113,ENG30-06674947-n,popis studijski grupa na fakultet ( koledž ; univerzitet ) 
12114,ENG30-02695079-n,knjiga beo stranica sa džep ili koverta ; za organizovanje zbirka fotografija ili marka 
12115,ENG30-00257102-a,"( knjiga ) povezati tako da jesam hrbat u jedan , a strana u drugi vrsta povez "
12116,ENG30-00257356-a,( knjiga ) čvrsto i privlačan povezati 
12117,ENG30-03886432-n,knjiga sa papirni korica 
12118,ENG30-03973170-n,knjiga u mek povez mali format 
12119,ENG30-06414727-n,knjiga nameniti brz i efektivan spremanje neki gradivo 
12120,ENG30-06415419-n,knjiga sa prazan strana za pravljenje zabeleška 
12121,ENG30-06418901-n,priručnik koji sadržati reč ( u alfabetski poredak ) sa njihov značenje 
12122,ENG30-06419628-n,registar geografski pojam kao na poleđina atlas 
12123,ENG30-06423619-n,alfabetski lista ime i adresa 
12124,ENG30-06904748-n,jezik koji jesam najpre usvojiti u detinjstvo ili onaj koji se davati prednost u višejezičan situacija 
12125,ENG30-06905141-n,tonski jezik koji se koristiti klizni ton 
12126,ENG30-06905243-n,tonski jezik koji se ne koristiti klizni ton 
12127,ENG30-06905358-n,maternji jezik nastati kontakt između dva jezik ; pidžin koji jesam postati maternji jezik neki govorni zajednica 
12128,ENG30-06906439-n,biti koji jezik koji govoriti američki Indijanac 
12129,ENG30-06906971-n,porodica severnoamerički indijanski jezik koji se govoriti od labrador do Južne Karolina i zapadno do velik ravnica 
12130,ENG30-06907567-n,jezik koji govoriti narod Atakapa koji živiti u priobalan područje Luizijana i Teksas 
12131,ENG30-06907728-n,grupa amerindijanskih jezik ( naziv jesam skovati američki lingvist Edvard Sapir ) 
12132,ENG30-06908048-n,algonkinski jezik koji govoriti narod Abnaki i Penobskot 
12133,ENG30-06908159-n,algonkinski jezik koji govoriti Algonkini 
12134,ENG30-06908291-n,algonkinski jazik koji govoriti narod Arapaho 
12135,ENG30-06908401-n,sijuski jezik koji govoriti narod Biloksi 
12136,ENG30-06908494-n,biti koji algonkinski jezik koji govoriti narod Blekfut 
12137,ENG30-06908605-n,sijuski jezik koji govoriti narod Katauba 
12138,ENG30-06908700-n,algonkinski jezik koji govoriti Čejeni 
12139,ENG30-06908801-n,"sijuski jezik koji govoriti narod Ajova , Oto i Misuri "
12140,ENG30-06908968-n,dijalekt čivere jezik koji govoriti narod Ajova 
12141,ENG30-06909079-n,dijalekt čivere jezik koji govoriti narod Misuri 
12142,ENG30-06909190-n,dijalekt čivere jezik koji govoriti narod Oto 
12143,ENG30-06909298-n,algonkinski jezik koji govoriti narod kriti 
12144,ENG30-06909391-n,sijuski jezik koji govoriti narod Krou 
12145,ENG30-06909478-n,sijuski jezik koji govoriti narod Dakota 
12146,ENG30-06909571-n,algonkinski jezik koji govoriti narod Delaver 
12147,ENG30-06909672-n,grana sijuskih jezik 
12148,ENG30-06909848-n,algonkinski jezik koji govoriti narod Foks 
12149,ENG30-06909932-n,sijuski jezik koji govoriti narod Hidaca 
12150,ENG30-06910039-n,sijuski jezik koji govoriti narod Hankpapa 
12151,ENG30-06910134-n,algonkinski jezik narod Ilinois i Majami 
12152,ENG30-06910238-n,na-dene jezik narod Haida 
12153,ENG30-06910323-n,degiha dijalekt koji govoriti narod Kanza 
12154,ENG30-06910517-n,algonkinski jezik narod Malisit i Pasamakodi 
12155,ENG30-06910639-n,algonkinski jezik koji govoriti narod Masačuset 
12156,ENG30-06910755-n,algonkinski jezik koji govoriti narod Menomini 
12157,ENG30-06910868-n,algonkinski jezik narod Mikmak 
12158,ENG30-06910958-n,algonkinski jezik koji govoriti Mohikanac 
12159,ENG30-06911067-n,algonkinski jezik koji govoriti narod Nantikok i Konoj 
12160,ENG30-06911180-n,sijuski jezik koji govoriti narod Ofo 
12161,ENG30-06911265-n,sijuski jezik koji govoriti narod Oglala 
12162,ENG30-06911366-n,algonkinski jezik koji govoriti narod Odžibva 
12163,ENG30-06911484-n,dijalekt jezik degiha koji govoriti narod Omaha 
12164,ENG30-06911575-n,dijalekt degihe koji govoriti narod Osaž 
12165,ENG30-06911666-n,algonkinski jezik narod Pemliko 
12166,ENG30-06911758-n,dijalekt degihe koji govoriti narod Ponka 
12167,ENG30-06911857-n,algonkinski jezik koji govoriti narod Potavatomi 
12168,ENG30-06912056-n,dijalekt degihe koji govoriti narod Kvapau 
12169,ENG30-06912149-n,algonkinski jezik koji govoriti narod Šoni 
12170,ENG30-06912248-n,muskogijski jezik koji govoriti narod Alabama 
12171,ENG30-06912340-n,muskogijski jezik koji govoriti narod Čiksau 
12172,ENG30-06912436-n,muskogijski jezik koji govoriti narod Čokto 
12173,ENG30-06912537-n,muskogijski jezik koji govoriti narod Hičiti 
12174,ENG30-06912638-n,muskogijski jezik koji govoriti narod Koasati 
12175,ENG30-06912737-n,muskogijski jezik koji govoriti narod Muskogi 
12176,ENG30-06912838-n,sijuski jezik koji govoriti narod Senta 
12177,ENG30-06912931-n,muskogijski jezik koji govoriti narod Seminola 
12178,ENG30-06913025-n,na-dene jezik koji govoriti narod Tlingit 
12179,ENG30-06913121-n,sijuski jezik koji govoriti narod Tutelo 
12180,ENG30-06913214-n,sijuski jezik koji govoriti narod Vinebago 
12181,ENG30-06913313-n,porodica severnoamerički indijanski jezik koji se govoriti u jugoistočni delo sad 
12182,ENG30-06913635-n,porodica severnoamerički indijanski jezik 
12183,ENG30-06913768-n,porodica amerindijanskih jezik koji se govoriti u Vašington i britanski Kolumbija 
12184,ENG30-06913948-n,grupa mozanskih jezik koji se govoriti u Vašington 
12185,ENG30-06914069-n,čemakuanski jezik koji govoriti narod Čemakum 
12186,ENG30-06914167-n,porodica mozanskih jezik koji se govoriti na severozapad sad i u zapadni Kanada 
12187,ENG30-06914331-n,sališanski dijalekt koji govoriti narod Skagit 
12188,ENG30-06914423-n,porodica severnoamerički indijanski jezik britanski Kolumbija i Vašington 
12189,ENG30-06914612-n,vakašanski jezik koji govoriti narod Kvakiutl 
12190,ENG30-06914709-n,vakašanski jezik koji govoriti narod Nutka 
12191,ENG30-06914930-n,šošonski jezik koji govoriti Komanči 
12192,ENG30-06915031-n,šošonski jezik koji govoriti Hopi 
12193,ENG30-06915124-n,šošonski jezik koji govoriti narod Pajute 
12194,ENG30-06915221-n,šošonski jezik koji govoriti narod Ute 
12195,ENG30-06915313-n,podgrupa uto-astečkih jezik koji se govoriti mahom na jugozapad sad 
12196,ENG30-06915601-n,porodica severnoamerički indijanski jezik jako raširen na srednji zapad među kada narod 
12197,ENG30-06915821-n,kadoanski jezik koji govoriti narod Arikara 
12198,ENG30-06915927-n,kadoanski jezik koji govoriti narod poni 
12199,ENG30-06916021-n,kadoanski jezik koji govoriti narod Vičita 
12200,ENG30-06916117-n,irokeški jezik koji govoriti narod Čiroki 
12201,ENG30-06916217-n,irokeški jezik koji govoriti narod Kajuga 
12202,ENG30-06916313-n,irokeški jezik koji govoriti narod Mohok 
12203,ENG30-06916409-n,irokeški jezik koji govoriti narod Seneka 
12204,ENG30-06916505-n,irokeški jezik koji govoriti narod Oneida 
12205,ENG30-06916601-n,irokeški jezik koji govoriti narod Onondaga 
12206,ENG30-06916701-n,irokeški jezik koji govoriti narod Tuskarora 
12207,ENG30-06916803-n,porodica sevenoameričkih indijanski jezik koji govoriti Irokezi 
12208,ENG30-06917083-n,jezik Kečua koji jesam govoriti Inka 
12209,ENG30-06917280-n,jezik koji govoriti narod Gvarani u Paragvaj i Bolivija 
12210,ENG30-06917392-n,jezik koji govoriti narod Marako 
12211,ENG30-06917497-n,jezik koji govoriti narod Tupi u Brazil i Paragvaj 
12212,ENG30-06917602-n,porodica južnoamerički indijanski jezik 
12213,ENG30-06917764-n,porodica južnoamerički indijanski jezik koji se govoriti na severoistok Južne Amerika 
12214,ENG30-06917926-n,porodica jezik koji govoriti Karibljani 
12215,ENG30-06918215-n,jezik koji govoriti Eskim 
12216,ENG30-06918312-n,jezik koji govoriti Aleuti 
12217,ENG30-06918640-n,uto-astečki jezik koji govoriti narod Pim 
12218,ENG30-06918734-n,uto-astečki jezik koji govoriti Asteci 
12219,ENG30-06918832-n,uto-astečki jezik koji govoriti narod Nahuatl 
12220,ENG30-06918932-n,uto-astečki jezik koji govoriti narod Kahita 
12221,ENG30-06919023-n,uto-astečki jezik koji govoriti narod Tatahumara 
12222,ENG30-06919215-n,porodica amerindijanskih jezik koji govoriti majanski narod 
12223,ENG30-06919433-n,jezik Apača 
12224,ENG30-06919548-n,jedan apački jezik 
12225,ENG30-06919630-n,jedan apački jezik 
12226,ENG30-06919712-n,atabaskanski jezik koji govoriti narod Navaho 
12227,ENG30-06919818-n,atabaskanski jezik koji govoriti narod Hupa 
12228,ENG30-06919911-n,atabaskanski jezik koji govoriti narod Matole 
12229,ENG30-06920010-n,jezik koji govoriti narod Čipeva 
12230,ENG30-06920129-n,porodica severnoamerički indijanski jezik koji govoriti Sijuksi 
12231,ENG30-06920497-n,porodica severnoamerički indijanski jezik koji se govoriti na jugozapad sad 
12232,ENG30-06920665-n,tanoanski jezik koji govoriti narod Kajova 
12233,ENG30-06920756-n,porodica amerindijanskih jezik koji se govoriti u Kalifornija 
12234,ENG30-06920994-n,hokan jezik koji govoriti narod Čimariko 
12235,ENG30-06921092-n,hokan jezik koji govoriti narod Eselen 
12236,ENG30-06921186-n,grupa jezik iz hokan jezički porodica 
12237,ENG30-06921300-n,kulanapanski jezik koji govoriti narod Pomo 
12238,ENG30-06921392-n,grupa jezik iz hokan jezički porodica 
12239,ENG30-06921506-n,korateanski jezik narod Karok 
12240,ENG30-06921593-n,grupa jezik iz hokan jezički porodica koji se govoriti u Kalifornija 
12241,ENG30-06921755-n,šastanski jezik koji govoriti narod Akomavi 
12242,ENG30-06921853-n,šastanski jezik koji govoriti narod Acugevi 
12243,ENG30-06921951-n,šastanski jezik koji govoriti narod Šasta 
12244,ENG30-06922389-n,jumanski jezik koji govoriti narod Akva'ala 
12245,ENG30-06922485-n,jumanski jezik koji govoriti narod Kočimi 
12246,ENG30-06922579-n,jumanski jezik koji govoriti narod Kokopa 
12247,ENG30-06922681-n,jumanski jezik koji govoriti narod Diegeno 
12248,ENG30-06922777-n,jumanski jezik koji govoriti narod Havasupai 
12249,ENG30-06922875-n,jumanski jezik koji govoriti narod Kamia 
12250,ENG30-06922965-n,jumanski jezik koji govoriti narod Kiliva 
12251,ENG30-06923066-n,jumanski jezik koji govoriti narod Marikopa i Halkidoma 
12252,ENG30-06923182-n,jumanski jezik koji govoriti narod Mohave 
12253,ENG30-06923283-n,jumanski jezik koji govoriti narod Hualapai 
12254,ENG30-06923398-n,jumanski jezik narod Javapai 
12255,ENG30-06923492-n,jumanski jezik koji govoriti narod Juma 
12256,ENG30-06923580-n,grupa jezik iz hokanske porodica 
12257,ENG30-06923704-n,jananski jezik koji govoriti narod Jaha 
